"0x1E40",101,"Clone Faker","YES"
"0x1EA0",102,"Flurry Dash","YES"
"0x1F00",103,"Whirlwind Twister","YES"
"0x1F40",104,"Illusion Ball","YES"
"0x1FA0",105,"Dash Accelerator","YES"
"0x2000",106,"Rolling Hell","YES"
"0x2060",107,"Heat Tackle","YES"
"0x20C0",108,"Zigzag Spark","YES"
"0x2100",109,"Rodeo Clown","YES"
"0x2140",110,"Black Magic","YES"
"0x21A0",111,"Super Armadillo","YES"
"0x2200",112,"Poison Fog","YES"
"0x2240",113,"Attack Scan","YES"
"0x22A0",114,"Bewildered","YES"
"0x2300",115,"Boost Glider","YES"
"0x2360",116,"Afterimage","YES"
"0x23C0",117,"Mole Fake","YES"
"0x2420",118,"Whirlwind Cut","YES"
"0x2460",119,"Monkey Turn","YES"
"0x24C0",120,"The Wall","YES"
"0x2520",121,"Diabolical Cut","YES"
"0x2580",122,"Killer Slide","YES"
"0x25E0",123,"Coil Turn","YES"
"0x2620",124,"Earthquake","YES"
"0x2680",125,"Quick Draw","YES"
"0x26E0",126,"Spider Web","YES"
"0x2740",127,"Cyclone","YES"
"0x2780",128,"Fake Ball","YES"
"0x27E0",129,"Shadow Stitch","YES"
"0x2840",130,"Sumo Stomp","YES"
"0x28A0",131,"Horn Train","YES"
"0x2900",132,"Hurricane Arrows","YES"
"0x2940",133,"Spinning Cut","YES"
"0x29A0",134,"Defence Scan","YES"
"0x2A00",135,"Ghost Pull","YES"
"0x2A60",136,"Doppelganger","YES"
"0x2AC0",137,"Bamboo Pattern","YES"
"0x2B20",138,"Harvest","YES"
"0x2B80",139,"Divine Stamp","YES"
"0x2BE0",140,"Inazuma Drop","YES"
"0x2C40",141,"Dragon Crash","YES"
"0x2CA0",142,"Twin Boost","YES"
"0x2CE0",143,"Fire Tornado","YES"
"0x2D40",144,"Wrath Shot","YES"
"0x2DA0",145,"Inazuma-1","YES"
"0x2E00",146,"Grenade Shot","YES"
"0x2E40",147,"Death Zone","YES"
"0x2E80",148,"Phantom Shot","YES"
"0x2EE0",149,"Hawk Shot","YES"
"0x2F40",150,"Meteor Attack","YES"
"0x2F80",151,"Snake Shot","YES"
"0x2FE0",152,"Spinning Shot","YES"
"0x3040",153,"Comet Shot","YES"
"0x30A0",154,"Rolling Kick","YES"
"0x3100",155,"Clone Shot","YES"
"0x3160",156,"Dynamite Shot","YES"
"0x31C0",157,"Patriot Shot","YES"
"0x3220",158,"Spiral Shot","YES"
"0x3260",159,"Freeze Shot","YES"
"0x32A0",160,"Tiger Drive","YES"
"0x3300",161,"Tornado Catch","YES"
"0x3360",187,"God Hand","YES"
"0x33C0",163,"Power Shield","YES"
"0x3420",164,"Fireball Knuckle","YES"
"0x3480",165,"Shot Pocket","YES"
"0x34E0",166,"Warp Space","YES"
"0x3540",167,"Counter Strike","YES"
"0x35A0",168,"Sliding Goal","YES"
"0x3600",169,"Triple Defence","YES"
"0x3660",170,"Pressure Punch","YES"
"0x36C0",171,"Toughness Block","YES"
"0x3720",172,"Full Power Shield","YES"
"0x3780",173,"Wood Chopper","YES"
"0x37E0",174,"Whirlwind","YES"
"0x3840",175,"Rocket Kobushi","YES"
"0x38A0",176,"Wild Claw","YES"
"0x3900",177,"Gigant Wall","YES"
"0x3960",178,"Mistral","YES"
"0x39C0",179,"Killer Blade","YES"
"0x3A20",180,"Tsunami Wall","YES"
"0x3A80",181,"Blazing Knuckle","YES"
"0x3AE0",186,"Majin The Hand","YES"
"0x3B40",183,"Infinite Wall","YES"
"0x3BA0",184,"Snow Angel","YES"
"0x3BE0",185,"Barbarian Shield","YES"
"0x3C40",186,"Majin The Hand","YES"
"0x3CA0",187,"God Hand","YES"
"0x3D00",188,"Ground Quake","YES"
"0x3D60",189,"Desert Blast","YES"
"0x3DA0",190,"Cross Drive","YES"
"0x3E00",191,"Teleport Shot","YES"
"0x3E60",192,"Psycho Shot","YES"
"0x3EA0",193,"Condor Dive","YES"
"0x3F00",194,"Run Ball Run","YES"
"0x3F40",195,"Triangle Z","YES"
"0x3F80",196,"Utter Gutsiness Bat","YES"
"0x3FE0",197,"Reflect Buster","YES"
"0x4040",198,"Kung Fu Header","YES"
"0x4080",199,"Shine Drive","YES"
"0x40C0",200,"Divine Arrows","YES"
"0x4100",201,"Back Tornado","YES"
"0x4160",202,"Tarzan Kick","YES"
"0x41C0",203,"God Knows","YES"
"0x4200",204,"Dragon Tornado","YES"
"0x4260",205,"Dirt Ball","YES"
"0x42C0",206,"Fire Rooster","YES"
"0x4320",207,"Inazuma Break","YES"
"0x4360",208,"The Galaxy","YES"
"0x43A0",209,"Emperor Penguin No. 2","YES"
"0x4400",210,"Heaven’s Time","YES"
"0x4440",211,"Breakthrough","YES"
"0x44A0",212,"Dash Storm","YES"
"0x44E0",213,"Moonsault","YES"
"0x4520",214,"Magic","YES"
"0x4580",215,"The Phoenix","YES"
"0x45C0",216,"Baby Dragon","YES"
"0x4620",217,"Dark Tornado","YES"
"0x4680",140,"Inazuma Drop","YES"
"0x46E0",207,"Inazuma Break","YES"
"0x4720",220,"Am-Bush","YES"
"0x4780",221,"Gravestone","YES"
"0x47E0",222,"Racing Flame","YES"
"0x4840",223,"Iron Wall","YES"
"0x48A0",224,"Power Charge","YES"
"0x4900",225,"Vac Attack","YES"
"0x4960",226,"Yo-Yo Ball","YES"
"0x49C0",227,"Rolling Slide","YES"
"NO_OFFSET",228,"UNKNOWN_1","NO"
"0x4A60",229,"Stone Prison","YES"
"0x4AC0",230,"Mega Quake","YES"
"0x4B20",231,"Blade Attack","YES"
"0x4B60",232,"About Face","YES"
"0x4BC0",233,"Excalibur","YES"
"0x4C20",234,"Hellfire","YES"
"0x4C60",235,"The Typhoon","YES"
"0x4CA0",236,"Whirlwind Drop","YES"
"0x4D00",237,"Thunder Beast","YES"
"0x4D40",238,"Tiger Storm","YES"
"0x4DA0",239,"Dragon Slayer","YES"
"0x4E00",240,"Gladius Arch","YES"
"0x4E60",241,"Emperor Penguin No. 3","YES"
"0x4EA0",242,"Grand Fenrir","YES"
"0x4EE0",243,"Odin Sword","YES"
"0x4F40",244,"Heavenly Drive","YES"
"0x4FA0",245,"Samba Strike","YES"
"0x5000",246,"The Dawn","YES"
"0x5040",247,"Big Bang","YES"
"0x5080",248,"The Hurricane","YES"
"0x50E0",249,"Megalodon","YES"
"0x5120",250,"Paladin Strike","YES"
"0x5180",251,"Banana Shot","YES"
"0x51C0",252,"The Tube","YES"
"0x5200",253,"Gunshot","YES"
"0x5240",254,"Fireball Screw","YES"
"0x52A0",255,"Mirage Shot","YES"
"0x5300",256,"Pegasus Shot","YES"
"0x5360",257,"Unicorn Boost","YES"
"0x53C0",258,"Jet Stream","YES"
"0x5420",259,"Grand Fire","YES"
"0x5480",260,"Brave Shot","YES"
"0x54E0",261,"Eternal Blizzard","YES"
"0x5520",262,"Fireball Storm","YES"
"0x5560",263,"Tsunami Boost","YES"
"0x55C0",264,"Death Zone 2","YES"
"0x5600",265,"The Earth","YES"
"0x5660",266,"Rainbow Arc","YES"
"0x56C0",267,"Astro Break","YES"
"0x5700",268,"Acrobat Bomber","YES"
"0x5760",269,"Kung Fu Fighting","YES"
"0x57C0",270,"Double Grenade","YES"
"0x5820",271,"Gyro Head","YES"
"0x5880",272,"Revolution V","YES"
"0x58C0",273,"Heel Kick","YES"
"0x5920",274,"Dragon Cannon","YES"
"0x5980",275,"Dual Strike","YES"
"0x59C0",276,"Legendary Wolf","YES"
"0x5A00",277,"Emperor Penguin No. 1","YES"
"0x5A40",278,"Bed Of Roses","YES"
"0x5AA0",279,"Utter Gutsiness Club","YES"
"0x5B00",280,"Double Wrath Shot","YES"
"0x5B60",281,"Land Dragon","YES"
"0x5BC0",282,"Tri-Pegasus","YES"
"0x5C00",283,"Inazuma-1 Drop","YES"
"0x5C60",284,"Ganymede Ray","YES"
"0x5CA0",285,"Leaping Thunder","YES"
"0x5D00",286,"Eagle Buster","YES"
"0x5D60",287,"Butterfly Trance","YES"
"0x5DC0",288,"Cosmic Blast","YES"
"0x5E20",289,"Gaia Break","YES"
"0x5E80",290,"Spectacle Crash","YES"
"0x5EE0",291,"Twin Boost F","YES"
"0x5F40",292,"Double Tornado","YES"
"0x5FC0",293,"Security Shot","YES"
"0x6000",294,"Supernova","YES"
"0x6040",295,"Space Penguin","YES"
"0x6080",296,"Wyvern Crash","YES"
"0x60C0",297,"Wyvern Blizzard","YES"
"0x6120",298,"Cross Fire","NO"
"0x6180",299,"Dark Phoenix","YES"
"0x61C0",300,"Triple Boost","YES"
"0x6220",301,"Neo Galaxy","YES"
"NO_OFFSET","301A","Ghost Lock","NO"
"0x6260",302,"Assault Shot","YES"
"0x62C0",303,"God Break","YES"
"0x6300",304,"Megaton Head","YES"
"0x6360",305,"Steeple Shot","YES"
"0x63C0",306,"Meteor Blade","NO"
"0x6420",307,"Gungnir","YES"
"0x6480",308,"Atomic Flare","YES"
"0x64E0",309,"Northern Impact","YES"
"0x6540",312,"Fire Blizzard","YES"
"0x6580",311,"Cross Fire","NO"
"0x65E0",312,"Fire Blizzard","YES"
"0x63C0",313,"Meteor Blade","NO"
"0x6660",314,"Chaos Break","YES"
"0x66A0",315,"Astro Gate","YES"
"0x6700",316,"Double Jaw","YES"
"0x6740",317,"Eiffel Tower","YES"
"0x67A0",318,"Slingshot","YES"
"0x6800",319,"Sweet Deal","YES"
"0x6840",320,"Emperor Penguin X","YES"
"0x6880",321,"Deceptor Dribble","YES"
"0x68E0",322,"Invisible Fake","YES"
"0x6940",323,"Gale Dash","YES"
"0x69A0",324,"Three-Legged Rush","YES"
"0x6A00",325,"Aurora Dribble","YES"
"0x6A40",326,"Double Touch","YES"
"0x6AA0",327,"Dual Pass","YES"
"0x6B00",328,"Bubble Gum","YES"
"0x6B60",329,"Prima Donna","YES"
"0x6BC0",330,"Armadillo Circus","YES"
"0x6C20",331,"Breakthrough 2","YES"
"0x6C80",332,"Triple Dash","YES"
"0x6CE0",333,"Lightning Sprint","YES"
"0x6D40",334,"Aikido","YES"
"0x6DA0",335,"Mole Shuffle","YES"
"0x6E00",336,"Dark Whirlwind","YES"
"0x6E60",337,"Warp Drive","YES"
"0x6EC0",338,"Meteor Shower","YES"
"0x6F20",339,"Southern Cross","YES"
"0x6F80",340,"Ribbon Shower","YES"
"0x6FE0",341,"Big Fan","YES"
"0x7020",342,"Flame Veil","YES"
"0x7080",343,"Water Veil","YES"
"0x70C0",344,"Field of Force","YES"
"0x7120",345,"Kangaroo Kick","YES"
"0x7180",346,"Abaddon Drop","YES"
"0x71E0",347,"Bewilder Blast","YES"
"0x7240",348,"The Ikaros","YES"
"NO_OFFSET",349,"UNKNOWN_2","NO"
"0x7300",350,"Wind God’s Dance","YES"
"0x7340",351,"Card Slap","YES"
"0x7380",352,"Matador Feint","YES"
"0x73E0",353,"Super Elastico","YES"
"0x7440",354,"Echo Ball","YES"
"0x74A0",355,"Liar Shot","YES"
"0x7500",356,"Air Ride","YES"
"0x7540",357,"Breakthrough 3","YES"
"0x75A0",358,"Dog Run","YES"
"0x7600",359,"Sub-Terfuge","YES"
"0x7660",360,"Ultra Moon","YES"
"0x76C0",361,"Shooting Star","YES"
"0x7720",362,"Land Of Ice","YES"
"0x7760",363,"Clone Defence","YES"
"0x77C0",364,"Circus Block","YES"
"0x7820",365,"Heavy Mettle","YES"
"0x7880",366,"The Tower","YES"
"0x78E0",367,"Photon Crash","YES"
"0x7940",368,"Gravitation","YES"
"0x79A0",369,"Dual Storm","YES"
"0x7A00",370,"Supreme Spin","YES"
"0x7A60",371,"Fake Bomber","YES"
"0x7AC0",372,"Volcano Cut","YES"
"0x7B20",373,"Super Sumo Stomp","YES"
"0x7B80",374,"Planet Shield","YES"
"0x7BE0",375,"Sigma Zone","YES"
"0x7C40",376,"Double Cyclone","YES"
"0x7C80",377,"No Escape","YES"
"0x7CE0",378,"Flame Dance","YES"
"0x7D40",379,"Asteroid Belt","YES"
"0x7DA0",380,"Body Shield","YES"
"0x7E00",381,"Perimeter Zone","YES"
"0x7E40",382,"Mega Wall","YES"
"0x7EA0",383,"Road Roller","YES"
"0x7F00",384,"Sleeping Dust","YES"
"0x7F60",385,"Ignite Steal","YES"
"0x7FC0",386,"Whale Guard","YES"
"0x8000",387,"Whirlwind Force","YES"
"0x8060",388,"Mad Express","YES"
"0x80C0",389,"Frozen Steal","YES"
"0x8100",390,"Stone Wall","YES"
"0x8180",391,"Perfect Tower","YES"
"0x81E0",392,"The Mountain","YES"
"0x8240",393,"Zigzag Flame","YES"
"0x82A0",394,"Heaven’s Ascent","YES"
"0x82E0",395,"Hell’s Descent","YES"
"0x8480",401,"Mugen The Hand","YES"
"0x84E0",402,"Utter Gutsiness Catch","YES"
"0x8540",403,"Fireball Head","YES"
